client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score
709185108,48,Female,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,16051.00,1.00
709186983,57,Female,3,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975.00,2.00
709188108,54,Female,3,High School,Married,NY,91750,yes,no,no,cellular,Businessman,146660.00,1.00
709192233,54,Female,4,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,15342.00,1.00
709198158,34,Female,0,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,14975.00,2.00
709199358,40,Female,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975.00,2.00
709200633,48,Male,5,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,99344.00,3.00
709204158,46,Female,4,Uneducated,Married,NJ,91750,no,no,no,cellular,Selfemployeed,25795.00,2.00
709206333,36,Female,2,Uneducated,Single,NY,91750,yes,no,yes,cellular,Selfemployeed,14975.00,1.00
709207458,40,Female,3,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,12150.00,3.00
709208808,47,Male,2,High School,Single,TX,91750,no,yes,no,cellular,Govt,56113.00,3.00
709210833,48,Male,3,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,151385.00,1.00
709212183,54,Female,3,Uneducated,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,14975.00,1.00
709213458,38,Male,0,High School,Single,CA,91750,no,yes,no,cellular,Businessman,108560.00,3.00
709214358,44,Female,4,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,12484.00,1.00
709215708,36,Male,4,Uneducated,Married,NY,91750,no,no,no,unknown,Businessman,41222.00,1.00
709216533,46,Female,1,Unknown,Unknown,CA,91750,no,yes,yes,cellular,White-collar,35029.00,3.00
709217358,45,Female,3,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975.00,2.00
709219533,49,Female,3,High School,Married,TX,91750,yes,yes,no,unknown,Blue-collar,12398.00,2.00
709220583,47,Female,5,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,24338.00,1.00
709222008,59,Female,0,Graduate,Single,FL,91750,no,no,yes,cellular,Businessman,27171.00,3.00
709224033,62,Female,0,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,16583.00,2.00
709224858,33,Female,2,High School,Single,NV,91750,yes,no,no,cellular,Selfemployeed,14975.00,3.00
709225758,40,Male,3,High School,Single,FL,91750,no,yes,yes,cellular,Businessman,112181.00,3.00
709227033,45,Female,4,Uneducated,Married,CA,91750,yes,yes,no,cellular,Blue-collar,48097.00,3.00
709229358,57,Male,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,80158.00,2.00
709230708,49,Female,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14885.00,2.00
709231683,46,Male,3,Graduate,Unknown,NY,91750,no,yes,no,cellular,White-collar,81941.00,2.00
709232808,52,Female,0,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975.00,2.00
709235058,56,Male,1,Graduate,Married,NJ,91750,no,no,no,cellular,Govt,110205.00,2.00
709236633,31,Male,0,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,48135.00,3.00
709238358,41,Male,4,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,105397.00,2.00
709239483,43,Male,3,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,71505.00,3.00
709243533,43,Male,2,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,68405.00,2.00
709245783,45,Male,5,Uneducated,Married,TX,91750,yes,no,no,cellular,White-collar,67969.00,1.00
709246683,43,Female,1,Unknown,Single,WA,53022,no,no,no,cellular,Blue-collar,39299.00,2.00
709247808,33,Male,1,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,154909.00,1.00
709249083,39,Male,3,High School,Single,TX,91750,no,yes,no,unknown,Businessman,116281.00,1.00
709250508,34,Male,1,Graduate,Married,NJ,91750,no,no,yes,cellular,Retirees,82748.00,3.00
709253433,38,Female,3,Unknown,Single,NJ,91750,no,yes,no,cellular,Blue-collar,27728.00,1.00
709257708,49,Female,3,High School,Single,CA,90660,yes,no,no,cellular,Businessman,191977.00,2.00
709259958,49,Male,3,Graduate,Single,TX,91750,no,no,no,cellular,Businessman,118266.00,2.00
709261383,42,Male,1,Uneducated,Unknown,CA,91750,yes,no,yes,telephone,Govt,88043.00,3.00
709265208,39,Male,4,High School,Married,NY,91750,no,no,no,cellular,Govt,61646.00,3.00
709267308,57,Female,3,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,14975.00,1.00
709269708,49,Male,4,Graduate,Married,NY,91750,no,yes,yes,cellular,White-collar,102442.00,2.00
709272333,29,Male,1,Unknown,Single,CA,91750,yes,yes,no,cellular,White-collar,69450.00,3.00
709273383,58,Female,1,Uneducated,Unknown,FL,91750,yes,no,yes,cellular,Govt,51415.00,1.00
709274583,52,Male,3,Uneducated,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,79177.00,2.00
709275558,42,Male,3,Doctorate,Single,NY,91750,no,yes,yes,cellular,Selfemployeed,54781.00,3.00
709276908,50,Female,1,Graduate,Single,NY,91750,no,yes,no,unknown,White-collar,46944.00,3.00
709278258,39,Female,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,5525.00,3.00
709279608,53,Female,3,Uneducated,Married,CA,91750,yes,no,no,cellular,Blue-collar,42598.00,3.00
709283358,26,Female,0,Graduate,Single,NY,91750,no,no,no,telephone,Govt,28166.00,2.00
709284333,60,Male,0,Graduate,Unknown,FL,91750,no,no,no,cellular,Selfemployeed,29518.00,2.00
709285683,39,Male,1,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,65886.00,2.00
709288383,36,Female,1,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,25883.00,1.00
709289358,46,Female,2,Graduate,Married,FL,91750,no,yes,no,cellular,Businessman,35606.00,3.00
709296558,44,Male,3,Post-Graduate,Married,CA,91750,yes,yes,no,cellular,Retirees,98582.00,2.00
709297608,50,Female,1,Doctorate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,14975.00,2.00
709300458,52,Female,3,High School,Married,NY,91750,no,no,no,cellular,White-collar,48447.00,3.00
709306983,38,Male,3,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,75375.00,2.00
709307808,33,Female,2,Graduate,Married,CA,91750,no,yes,no,unknown,Govt,28724.00,1.00
709309308,34,Female,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,14975.00,3.00
709310433,61,Male,0,Graduate,Married,CA,91750,yes,no,no,cellular,Retirees,64573.00,1.00
709311633,48,Male,3,Graduate,Married,TX,91750,yes,yes,yes,cellular,Blue-collar,10072.00,1.00
709314408,59,Male,1,Graduate,Married,NY,91750,no,no,no,cellular,Govt,66401.00,2.00
709315383,38,Male,3,High School,Single,TX,91750,yes,yes,no,cellular,White-collar,132948.00,3.00
709316433,62,Female,0,High School,Single,NY,91750,no,no,yes,cellular,Selfemployeed,14975.00,2.00
709319658,49,Male,5,High School,Married,CA,91750,yes,no,no,telephone,Businessman,106278.00,3.00
709321908,48,Female,2,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975.00,1.00
709326183,49,Female,5,Uneducated,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,37517.00,2.00
709327383,30,Male,2,Graduate,Married,TX,91750,no,yes,no,unknown,Blue-collar,10008.00,2.00
709328733,54,Female,3,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,10764.00,1.00
709329558,37,Male,2,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,68895.00,2.00
709330383,65,Female,0,Unknown,Single,TX,91750,no,yes,no,cellular,Selfemployeed,35984.00,3.00
709332408,43,Male,3,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,132609.00,3.00
709333608,41,Male,3,Uneducated,Married,NJ,91750,yes,no,no,telephone,Blue-collar,88654.00,2.00
709334658,61,Female,0,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,20360.00,1.00
709335558,59,Female,0,Unknown,Married,TX,91750,no,yes,no,cellular,Govt,36712.00,3.00
709338633,46,Female,1,Uneducated,Unknown,NY,91750,no,yes,no,unknown,Selfemployeed,14975.00,1.00
709339758,40,Female,4,High School,Married,TX,91750,no,yes,no,cellular,White-collar,42026.00,3.00
709343433,43,Female,3,Graduate,Unknown,FL,91750,yes,no,no,cellular,White-collar,43336.00,2.00
709345008,52,Female,1,Graduate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,2565.00,1.00
709346133,48,Female,2,Graduate,Married,CA,91750,no,no,yes,unknown,Selfemployeed,11151.00,3.00
709350783,53,Male,2,Graduate,Single,CA,91750,no,no,no,telephone,Selfemployeed,74991.00,2.00
709361058,45,Female,2,Doctorate,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975.00,3.00
709362033,58,Female,0,Post-Graduate,Married,NV,91750,no,no,no,cellular,Selfemployeed,24276.00,2.00
709363383,39,Female,1,Graduate,Single,CA,91750,no,no,yes,cellular,Retirees,31220.00,1.00
709364433,47,Female,4,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975.00,2.00
709365483,35,Male,2,High School,Married,WA,91750,yes,yes,no,cellular,Retirees,62584.00,2.00
709366458,43,Female,4,Graduate,Married,NJ,91750,no,no,no,unknown,Retirees,19471.00,2.00
709367433,33,Female,1,Graduate,Single,NJ,91750,no,yes,yes,cellular,Retirees,24410.00,3.00
709368483,43,Male,0,Post-Graduate,Single,TX,91750,no,no,no,cellular,Retirees,57805.00,1.00
709372608,51,Male,0,Graduate,Single,MO,91750,no,yes,no,cellular,Retirees,103164.00,3.00
709373883,54,Male,3,Doctorate,Married,FL,91750,yes,yes,no,cellular,Businessman,199733.00,1.00
709375158,49,Male,1,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,41660.00,3.00
709376508,62,Female,2,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,16402.00,1.00
709379283,57,Female,0,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975.00,3.00
709380333,55,Female,1,Post-Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975.00,1.00
709381383,45,Female,3,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,43175.00,3.00
709382958,56,Female,4,Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,5525.00,3.00
709383933,41,Male,0,High School,Single,NY,91750,yes,yes,no,cellular,White-collar,111178.00,1.00
709385133,41,Male,4,Graduate,Married,FL,91750,no,yes,no,cellular,Businessman,217884.00,2.00
709388058,45,Male,3,Graduate,Single,FL,91750,no,no,no,cellular,Govt,84874.00,2.00
709389558,41,Male,3,Uneducated,Married,NY,91750,no,yes,no,unknown,White-collar,72341.00,3.00
709397508,53,Female,4,High School,Married,FL,91750,no,no,no,cellular,Businessman,222514.00,1.00
709398708,49,Female,1,High School,Single,TX,91750,yes,no,no,cellular,Businessman,226745.00,2.00
709399908,52,Male,2,Graduate,Single,FL,91750,no,no,no,unknown,Businessman,194461.00,1.00
709405758,47,Female,2,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,19322.00,3.00
709406733,50,Male,3,Graduate,Married,NY,91750,no,no,no,unknown,White-collar,127601.00,2.00
709407933,30,Male,1,High School,Married,NY,91750,no,no,yes,cellular,Govt,67976.00,2.00
709408983,52,Male,1,High School,Single,TX,91750,no,yes,no,cellular,Businessman,92226.00,3.00
709410033,56,Female,3,Graduate,Married,CA,91010,no,yes,no,unknown,Businessman,190928.00,1.00
709411383,41,Female,3,Graduate,Single,CA,91750,yes,no,no,cellular,White-collar,56159.00,1.00
709413933,50,Female,3,Graduate,Single,CO,91750,no,no,no,unknown,Blue-collar,18493.00,3.00
709415583,38,Male,2,Unknown,Unknown,CA,91750,yes,no,yes,cellular,White-collar,65003.00,3.00
709418508,49,Male,2,High School,Married,NY,91750,yes,yes,no,unknown,Businessman,104397.00,2.00
709422183,49,Female,4,Uneducated,Married,FL,91750,no,yes,no,telephone,Blue-collar,15736.00,3.00
709423158,45,Female,4,Uneducated,Unknown,CA,91750,no,no,no,cellular,Blue-collar,39143.00,2.00
709426608,60,Female,0,Graduate,Married,TX,91750,no,yes,no,unknown,Blue-collar,25163.00,3.00
709429533,47,Female,4,Doctorate,Single,TX,91750,no,yes,yes,cellular,Businessman,20658.00,3.00
709430508,38,Female,1,Post-Graduate,Single,CA,91750,no,yes,yes,cellular,White-collar,17077.00,2.00
709432833,50,Male,1,Post-Graduate,Unknown,TX,91750,no,no,no,cellular,Selfemployeed,81810.00,3.00
709434408,56,Male,2,High School,Married,CA,91750,yes,no,no,unknown,Govt,114195.00,2.00
709435533,49,Female,4,Unknown,Single,TX,91750,no,no,no,unknown,Blue-collar,13302.00,2.00
709436883,53,Male,3,Uneducated,Married,FL,91750,no,yes,no,cellular,Selfemployeed,89428.00,2.00
709443633,63,Male,0,High School,Married,VA,91750,no,yes,no,cellular,Retirees,77576.00,2.00
709444983,42,Female,4,Graduate,Single,NJ,91750,yes,yes,no,cellular,Blue-collar,14548.00,1.00
709446783,38,Female,2,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12692.00,3.00
709447908,45,Female,2,Post-Graduate,Single,FL,91750,yes,yes,no,unknown,Retirees,35917.00,1.00
709449333,62,Female,0,Doctorate,Married,NJ,91750,no,no,no,cellular,Businessman,50156.00,2.00
709451508,48,Female,4,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,8250.00,2.00
709452633,50,Female,2,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,20387.00,3.00
709453833,44,Male,3,Graduate,Married,FL,91750,yes,no,no,unknown,White-collar,54352.00,3.00
709455108,60,Female,0,High School,Single,FL,91750,no,no,no,cellular,Selfemployeed,41798.00,2.00
709459608,39,Male,3,High School,Married,TX,91750,no,yes,no,cellular,Govt,98780.00,3.00
709460883,44,Female,3,Graduate,Married,NY,91750,yes,no,no,unknown,Businessman,27469.00,1.00
709465758,43,Female,3,Doctorate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,2565.00,1.00
709467183,42,Male,3,Uneducated,Married,TX,91750,no,no,yes,unknown,Businessman,204097.00,2.00
709468683,56,Female,3,High School,Unknown,MN,91750,no,yes,no,unknown,Retirees,15052.00,1.00
709469658,42,Male,3,Graduate,Single,MA,91750,no,no,no,cellular,Govt,58888.00,2.00
709470858,38,Female,3,Unknown,Single,NY,91750,yes,no,no,unknown,Blue-collar,12527.00,2.00
709473708,59,Male,0,Graduate,Single,TX,91750,yes,no,no,unknown,Selfemployeed,15643.00,3.00
709474683,35,Male,3,High School,Single,FL,91750,yes,yes,no,cellular,Govt,114417.00,2.00
709476033,40,Male,3,Unknown,Married,NY,91750,no,no,no,cellular,Businessman,157062.00,2.00
709477233,43,Female,3,Graduate,Married,FL,91750,yes,yes,no,cellular,Businessman,56489.00,2.00
709479558,44,Female,1,Graduate,Unknown,TX,91750,no,yes,no,unknown,Selfemployeed,34598.00,3.00
709482633,46,Male,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Retirees,98786.00,2.00
709485033,37,Female,3,Unknown,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975.00,2.00
709486158,35,Male,1,Unknown,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,67052.00,3.00
709487058,29,Female,1,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,41050.00,2.00
709488108,53,Female,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,16788.00,3.00
709493283,51,Female,3,Graduate,Single,FL,91750,no,no,no,unknown,Selfemployeed,11346.00,2.00
709494483,42,Female,3,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,14975.00,2.00
709495833,54,Female,2,High School,Married,TX,91750,yes,no,no,cellular,White-collar,18923.00,3.00
709497108,40,Male,2,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,114022.00,3.00
709500183,29,Female,2,Unknown,Single,FL,91750,yes,no,no,cellular,Blue-collar,21202.00,2.00
709501683,50,Female,2,Post-Graduate,Single,CA,91750,yes,no,no,unknown,White-collar,24431.00,2.00
709505808,63,Female,0,Unknown,Married,NY,91750,no,no,yes,cellular,White-collar,18462.00,2.00
709513458,57,Female,2,Uneducated,Single,FL,91750,yes,yes,no,unknown,Selfemployeed,35570.00,2.00
709514433,53,Male,3,High School,Married,TX,91750,no,no,yes,cellular,Businessman,127012.00,3.00
709516458,49,Female,3,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,31821.00,2.00
709518858,48,Male,3,Uneducated,Married,NY,91750,no,yes,no,unknown,Blue-collar,84042.00,2.00
709520058,47,Female,2,Graduate,Single,TX,91750,no,no,no,cellular,Govt,20395.00,2.00
709523508,45,Male,2,High School,Married,NY,91750,no,yes,yes,cellular,Govt,80243.00,3.00
709528308,29,Female,0,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,17580.00,2.00
709530408,55,Male,2,Graduate,Married,NJ,91750,no,yes,no,cellular,Govt,109942.00,2.00
709531908,47,Female,5,Unknown,Married,CA,91750,yes,no,no,cellular,Blue-collar,23138.00,2.00
709534083,39,Female,2,Graduate,Single,FL,91750,no,yes,yes,cellular,Selfemployeed,16967.00,3.00
709536483,45,Female,2,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,19938.00,3.00
709537683,44,Female,4,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,1250.00,3.00
709541433,61,Female,1,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975.00,2.00
709545333,45,Female,4,Graduate,Married,AR,85260,no,no,no,unknown,Govt,26989.00,2.00
709546608,43,Male,2,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,78976.00,3.00
709547658,48,Female,5,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,2565.00,2.00
709548783,53,Female,2,Doctorate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,21500.00,3.00
709550958,65,Male,0,Doctorate,Married,FL,91750,no,yes,no,telephone,Selfemployeed,31525.00,3.00
709554483,40,Female,1,High School,Married,NJ,91750,no,no,no,unknown,Selfemployeed,14975.00,2.00
709556208,50,Male,1,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,105206.00,2.00
709558608,62,Male,1,Graduate,Single,NY,91750,no,no,no,cellular,Govt,102969.00,3.00
709560258,26,Male,0,Graduate,Single,NJ,91750,no,no,no,cellular,Blue-collar,23994.00,3.00
709562358,59,Male,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,63416.00,2.00
709563258,51,Female,2,Unknown,Married,TX,91750,no,no,no,telephone,Selfemployeed,21594.00,2.00
709564683,44,Female,3,Graduate,Unknown,CA,91750,no,yes,yes,cellular,Selfemployeed,2565.00,2.00
709566408,45,Male,4,Graduate,Single,CA,91750,yes,no,no,cellular,Govt,119115.00,2.00
709567758,44,Female,4,Post-Graduate,Married,CA,91750,no,yes,yes,cellular,Blue-collar,36490.00,2.00
709571958,49,Male,0,Unknown,Married,FL,91750,yes,no,no,cellular,Govt,60454.00,3.00
709573533,39,Male,2,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,45167.00,3.00
709575858,52,Male,2,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,66923.00,3.00
709578258,55,Female,1,Graduate,Single,NJ,91750,yes,no,no,cellular,Businessman,162342.00,3.00
709579383,39,Female,4,Unknown,Single,CA,91750,no,yes,no,cellular,Blue-collar,12487.00,3.00
709581483,35,Female,3,Graduate,Single,TX,91750,yes,yes,no,unknown,Blue-collar,26315.00,3.00
709583133,45,Female,3,Graduate,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,14975.00,2.00
709584483,42,Female,4,High School,Married,TX,91750,yes,yes,no,unknown,Retirees,16153.00,3.00
709585758,37,Male,4,Uneducated,Married,FL,91750,no,yes,no,cellular,Retirees,47348.00,2.00
709587783,42,Male,3,Uneducated,Single,NY,91750,no,no,no,cellular,Retirees,48157.00,2.00
709589208,52,Female,3,Graduate,Single,TX,91750,no,no,yes,cellular,Businessman,167572.00,3.00
709591533,49,Female,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,37733.00,2.00
709592808,57,Male,4,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,170387.00,2.00
709596783,44,Male,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,62843.00,2.00
709597983,34,Female,3,High School,Single,CA,91750,yes,no,no,unknown,White-collar,36592.00,3.00
709603608,54,Male,2,Uneducated,Married,FL,91750,no,yes,no,cellular,White-collar,72070.00,3.00
709604958,65,Female,0,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,37823.00,3.00
709606158,51,Male,4,High School,Married,NY,91750,no,no,no,cellular,White-collar,82839.00,2.00
709607733,48,Male,5,High School,Married,IL,91750,yes,no,no,cellular,Blue-collar,56172.00,2.00
709608708,47,Male,5,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,118954.00,2.00
709610283,48,Male,4,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,67985.00,2.00
709611183,53,Male,4,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,112375.00,3.00
709612983,48,Female,1,Unknown,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,24518.00,3.00
709614333,60,Male,1,Unknown,Married,TX,91750,no,no,yes,telephone,Selfemployeed,72542.00,2.00
709615458,41,Male,2,Uneducated,Single,NY,91750,no,yes,no,cellular,Businessman,195667.00,3.00
709616958,51,Female,2,Post-Graduate,Married,UT,91750,yes,yes,no,cellular,Govt,35285.00,2.00
709618308,44,Female,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Govt,43432.00,2.00
709619433,39,Male,4,Uneducated,Married,CA,91750,yes,no,no,telephone,Govt,115362.00,3.00
709621008,45,Male,3,Graduate,Single,CA,91750,yes,no,yes,cellular,Selfemployeed,51333.00,3.00
709623483,56,Female,3,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,11202.00,2.00
709624533,60,Female,1,Graduate,Single,NJ,91750,no,no,no,unknown,Selfemployeed,14975.00,3.00
709625733,63,Male,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,71328.00,2.00
709626858,50,Male,1,High School,Single,FL,91750,yes,no,no,cellular,Businessman,54124.00,3.00
709627983,36,Male,3,Uneducated,Married,FL,91750,no,no,no,cellular,White-collar,65361.00,2.00
709632483,45,Male,3,Graduate,Married,FL,91750,yes,no,no,cellular,Businessman,63474.00,3.00
709633533,54,Female,1,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,32490.00,3.00
709635858,40,Female,4,Graduate,Married,NY,91750,no,yes,no,telephone,Selfemployeed,10384.00,2.00
709638783,53,Female,2,Graduate,Married,CA,91750,no,yes,no,cellular,Retirees,48948.00,2.00
709641933,45,Male,4,Graduate,Married,WA,91750,yes,no,no,cellular,Businessman,65704.00,2.00
709646433,54,Male,4,Unknown,Married,CA,91750,no,yes,no,cellular,White-collar,119250.00,3.00
709649958,57,Female,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Retirees,24826.00,2.00
709657533,43,Male,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,112593.00,2.00
709660233,58,Male,1,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,107744.00,2.00
709662708,48,Female,5,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,19094.00,2.00
709663608,55,Female,2,Graduate,Single,NY,91750,no,yes,yes,unknown,White-collar,19474.00,2.00
709664658,63,Male,0,Unknown,Single,TX,91750,yes,no,no,cellular,Govt,49497.00,3.00
709665783,39,Male,3,Doctorate,Married,FL,91750,no,no,no,cellular,Selfemployeed,78836.00,2.00
709666908,38,Male,3,High School,Single,NJ,91750,no,no,no,unknown,Govt,73510.00,3.00
709668408,34,Male,2,Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,97284.00,2.00
709669533,41,Male,4,High School,Married,NY,91750,no,no,yes,cellular,White-collar,64945.00,2.00
709671708,54,Male,1,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,10019.00,2.00
709674333,48,Female,4,High School,Married,NY,91750,yes,no,no,unknown,Selfemployeed,31383.00,2.00
709678608,59,Female,1,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,55866.00,2.00
709679658,37,Male,4,Graduate,Married,NY,91750,no,no,no,unknown,Businessman,80933.00,2.00
709682658,56,Female,4,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,12584.00,2.00
709683633,51,Female,3,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,33499.00,2.00
709688883,45,Female,4,Graduate,Unknown,FL,91750,yes,no,no,unknown,Retirees,22969.00,2.00
709690158,41,Female,4,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,14884.00,2.00
709693833,42,Female,3,High School,Single,TX,91750,no,yes,no,telephone,Govt,28104.00,3.00
709695333,47,Female,3,Graduate,Married,CA,91750,no,no,yes,cellular,Selfemployeed,39032.00,2.00
709700058,44,Male,4,Unknown,Married,NY,91750,yes,no,no,cellular,Blue-collar,63135.00,3.00
709701558,46,Female,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Blue-collar,14567.00,2.00
709703433,30,Female,1,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,15446.00,2.00
709707033,54,Female,0,Post-Graduate,Single,NJ,91750,yes,no,no,cellular,Blue-collar,13763.00,2.00
709708233,44,Female,4,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975.00,3.00
709709283,40,Female,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,24317.00,2.00
709710783,41,Female,2,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,31967.00,3.00
709711758,54,Female,1,Graduate,Married,FL,91750,yes,yes,no,unknown,White-collar,17144.00,2.00
709713033,65,Female,0,Graduate,Unknown,NY,91750,no,no,no,unknown,Selfemployeed,14975.00,2.00
709714008,46,Female,2,Unknown,Married,FL,91750,no,no,no,cellular,Retirees,25686.00,3.00
709716258,49,Male,4,Uneducated,Married,CA,91750,no,no,no,unknown,Retirees,16225.00,3.00
709718058,43,Male,5,High School,Married,FL,91750,no,no,yes,cellular,Govt,72630.00,3.00
709719333,35,Male,2,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,80777.00,3.00
709722858,59,Male,0,High School,Single,TX,91750,no,no,no,cellular,Govt,114711.00,2.00
709726158,38,Male,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,White-collar,95473.00,2.00
709728183,42,Female,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,59289.00,3.00
709729533,32,Female,0,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,22876.00,3.00
709730508,44,Male,5,Doctorate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,68783.00,2.00
709732608,41,Male,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,56365.00,3.00
709735008,47,Female,2,Graduate,Married,TX,91750,no,no,yes,cellular,Blue-collar,18482.00,3.00
709736658,46,Male,2,Graduate,Married,NV,91750,no,yes,no,cellular,Businessman,62968.00,3.00
709738008,39,Male,1,Graduate,Married,NY,91750,yes,yes,no,unknown,Businessman,90756.00,3.00
709739283,58,Female,0,Graduate,Married,CA,91750,no,yes,yes,cellular,White-collar,53629.00,2.00
709741608,43,Male,3,Unknown,Married,CA,91750,no,yes,yes,cellular,Govt,41334.00,2.00
709742958,55,Female,3,Uneducated,Single,TX,91750,no,no,no,cellular,White-collar,36899.00,2.00
